id,name,type,parentId
230800,Jiamusi City,3,230000
230900,Qitaihe City,3,230000
231000,Mudanjiang City,3,230000
231100,Heihe City,3,230000
231200,Suihua City,3,230000
232700,Daxinganling Region,3,230000
310100,Shanghai,3,310000
320100,Nanjing City,3,320000
320200,Wuxi City,3,320000
320300,Xuzhou City,3,320000
320400,Changzhou City,3,320000
320500,Suzhou City,3,320000
320600,Nantong City,3,320000
320700,Lianyungang City,3,320000
320800,Huai'an City,3,320000
320900,Yancheng City,3,320000
321000,Yangzhou City,3,320000
321100,Zhenjiang City,3,320000
321200,Taizhou City,3,320000
321300,Suqian City,3,320000
330100,Hangzhou City,3,330000
330200,Ningbo City,3,330000
330300,Wenzhou City,3,330000
330400,Jiaxing City,3,330000
330500,Huzhou City,3,330000
330600,Shaoxing City,3,330000
330700,Jinhua City,3,330000
330800,Quzhou City,3,330000
330900,Zhoushan City,3,330000
331000,Taizhou City,3,330000
331100,Lishui City,3,330000
340100,Hefei City,3,340000
340200,Wuhu City,3,340000
340300,Bengbu City,3,340000
340400,Huainan City,3,340000
340500,Ma'anshan City,3,340000
340600,Huaibei City,3,340000
340700,Tongling City,3,340000
340800,Anqing City,3,340000
341000,Huangshan City,3,340000
341100,Chuzhou City,3,340000
341200,Fuyang City,3,340000
341300,Suzhou City,3,340000
341500,Lu'an City,3,340000
341600,Bozhou City,3,340000
341700,Chizhou City,3,340000
341800,Xuancheng City,3,340000
350100,Fuzhou City,3,350000
350200,Xiamen City,3,350000
350300,Putian City,3,350000
350400,Sanming City,3,350000
350500,Quanzhou City,3,350000
350600,Zhangzhou City,3,350000
350700,Nanping City,3,350000
350800,Longyan City,3,350000
350900,Ningde City,3,350000
360100,Nanchang City,3,360000
360200,Jingdezhen City,3,360000
360300,Pingxiang City,3,360000
360400,Jiujiang City,3,360000
360500,Xinyu City,3,360000
360600,Yingtan City,3,360000
360700,Ganzhou City,3,360000
360800,Ji'an City,3,360000
360900,Yichun City,3,360000
361000,Fuzhou City,3,360000
361100,Shangrao City,3,360000
370100,Jinan City,3,370000
370200,Qingdao City,3,370000
370300,Zibo City,3,370000
370400,Zaozhuang City,3,370000
370500,Dongying City,3,370000
370600,Yantai City,3,370000
370700,Weifang City,3,370000
370800,Jining City,3,370000
370900,Tai'an City,3,370000
371000,Weihai City,3,370000
371100,Rizhao City,3,370000
371300,Linyi City,3,370000
371400,Dezhou City,3,370000
371500,Liaocheng City,3,370000
371600,Binzhou City,3,370000
371700,Heze City,3,370000
410100,Zhengzhou City,3,410000
410200,Kaifeng City,3,410000
410300,Luoyang City,3,410000
410400,Pingdingshan City,3,410000
410500,Anyang City,3,410000
410600,Hebi City,3,410000
410700,Xinxiang City,3,410000
410800,Jiaozuo City,3,410000
410900,Puyang City,3,410000
411000,Xuchang City,3,410000
411100,Luohe City,3,410000
411200,Sanmenxia City,3,410000
411300,Nanyang City,3,410000
411400,Shangqiu City,3,410000
411500,Xinyang City,3,410000
411600,Zhoukou City,3,410000
411700,Zhumadian City,3,410000
419000,Provincial-level administrative divisions,3,410000
420100,Wuhan City,3,420000
420200,Huangshi City,3,420000
420300,Shiyan City,3,420000
420500,Yichang City,3,420000
420600,Xiangyang City,3,420000
420700,Ezhou City,3,420000
420800,Jingmen City,3,420000
420900,Xiaogan City,3,420000
421000,Jingzhou City,3,420000
421100,Huanggang City,3,420000
421200,Xianning City,3,420000
421300,Suizhou City,3,420000
422800,Enshi Tujia and Miao Autonomous Prefecture,3,420000
429000,Provincial-level administrative divisions,3,420000
430100,Changsha City,3,430000
430200,Zhuzhou City,3,430000
430300,Xiangtan City,3,430000
430400,Hengyang City,3,430000
430500,Shaoyang City,3,430000
430600,Yueyang City,3,430000
430700,Changde City,3,430000
430800,Zhangjiajie City,3,430000
430900,Yiyang City,3,430000
431000,Chenzhou City,3,430000
431100,Yongzhou City,3,430000
431200,Huaihua City,3,430000
431300,Loudi City,3,430000
433100,Xiangxi Tujia and Miao Autonomous Prefecture,3,430000
440100,Guangzhou,3,440000
440200,Shaoguan City,3,440000
440300,Shenzhen City,3,440000
440400,Zhuhai City,3,440000
440500,Shantou City,3,440000
440600,Foshan City,3,440000
440700,Jiangmen City,3,440000
440800,Zhanjiang City,3,440000
440900,Maoming City,3,440000
441200,Zhaoqing City,3,440000
441300,Huizhou City,3,440000
441400,Meizhou City,3,440000
441500,Shanwei City,3,440000
441600,Heyuan City,3,440000
441700,Yangjiang City,3,440000
441800,Qingyuan City,3,440000
441900,Dongguan City,3,440000
442000,Zhongshan City,3,440000
445100,Chaozhou City,3,440000
445200,Jieyang City,3,440000
445300,Yunfu City,3,440000
450100,Nanning City,3,450000
450200,Liuzhou City,3,450000
450300,Guilin City,3,450000
450400,Wuzhou City,3,450000
450500,Beihai City,3,450000
450600,Fangchenggang City,3,450000
450700,Qinzhou City,3,450000
450800,Guigang City,3,450000
450900,Yulin City,3,450000
451000,Baise City,3,450000
451100,Hezhou City,3,450000
451200,Hechi City,3,450000
451300,Laibin City,3,450000
451400,Chongzuo City,3,450000
460100,Haikou City,3,460000
460200,Sanya City,3,460000
460300,Sansha City,3,460000
460400,Danzhou City,3,460000
469000,Provincial-level administrative divisions,3,460000
500100,Chongqing City,3,500000
510100,Chengdu,3,510000
510300,Zigong City,3,510000
510400,Panzhihua City,3,510000
510500,Luzhou City,3,510000
510600,Deyang City,3,510000
510700,Mianyang City,3,510000
510800,Guangyuan City,3,510000
510900,Suining City,3,510000
511000,Neijiang City,3,510000
511100,Leshan City,3,510000
511300,Nanchong City,3,510000
511400,Meishan City,3,510000
511500,Yibin City,3,510000
511600,Guang'an City,3,510000
511700,Dazhou City,3,510000
511800,Ya'an City,3,510000
511900,Bazhong City,3,510000
512000,Ziyang City,3,510000
513200,Aba Tibetan and Qiang Autonomous Prefecture,3,510000
513300,Ganzi Tibetan Autonomous Prefecture,3,510000
513400,Liangshan Yi Autonomous Prefecture,3,510000
520100,Guiyang City,3,520000
520200,Liupanshui City,3,520000
520300,Zunyi City,3,520000
520400,Anshun City,3,520000
520500,Bijie City,3,520000
520600,Tongren City,3,520000
522300,Qianxinan Buyi and Miao Autonomous Prefecture,3,520000
522600,Qiandongnan Miao and Dong Autonomous Prefecture,3,520000
522700,Qiannan Buyi and Miao Autonomous Prefecture,3,520000
530100,Kunming City,3,530000
530300,Qujing City,3,530000
530400,Yuxi City,3,530000
530500,Baoshan City,3,530000
530600,Zhaotong City,3,530000
530700,Lijiang City,3,530000
530800,Pu'er City,3,530000
530900,Lincang City,3,530000
532300,Chuxiong Yi Autonomous Prefecture,3,530000
532500,Honghe Hani and Yi Autonomous Prefecture,3,530000
532600,Wenshan Zhuang and Miao Autonomous Prefecture,3,530000
532800,Xishuangbanna Dai Autonomous Prefecture,3,530000
532900,Dali Bai Autonomous Prefecture,3,530000
533100,Dehong Dai and Jingpo Autonomous Prefecture,3,530000
533300,Nujiang Lisu Autonomous Prefecture,3,530000
533400,Diqing Tibetan Autonomous Prefecture,3,530000
540100,Lhasa,3,540000
540200,Shigatse City,3,540000
540300,Changdu City,3,540000
540400,Linzhi City,3,540000
540500,Shannan City,3,540000
540600,Nagqu City,3,540000
542500,Ngari Region,3,540000
610100,Xi'an,3,610000
610200,Tongchuan City,3,610000
610300,Baoji City,3,610000
610400,Xianyang City,3,610000
610500,Weinan City,3,610000
610600,Yan'an City,3,610000
610700,Hanzhong City,3,610000
610800,Yulin City,3,610000
610900,Ankang City,3,610000
611000,Shangluo City,3,610000
620100,Lanzhou City,3,620000
620200,Jiayuguan City,3,620000
620300,Jinchang City,3,620000
620400,Baiyin City,3,620000
620500,Tianshui City,3,620000
620600,Wuwei City,3,620000
620700,Zhangye City,3,620000
620800,Pingliang City,3,620000
620900,Jiuquan City,3,620000
621000,Qingyang City,3,620000
621100,Dingxi City,3,620000
621200,Longnan City,3,620000
622900,Linxia Hui Autonomous Prefecture,3,620000
623000,Gannan Tibetan Autonomous Prefecture,3,620000
630100,Xining City,3,630000
630200,Haidong City,3,630000
632200,Haibei Tibetan Autonomous Prefecture,3,630000
632300,Huangnan Tibetan Autonomous Prefecture,3,630000
632500,Hainan Tibetan Autonomous Prefecture,3,630000
632600,Guolo Tibetan Autonomous Prefecture,3,630000
632700,Yushu Tibetan Autonomous Prefecture,3,630000
632800,Haixi Mongolian and Tibetan Autonomous Prefecture,3,630000
640100,Yinchuan City,3,640000
640200,Shizuishan City,3,640000
640300,Wuzhong City,3,640000
640400,Guyuan City,3,640000
640500,Zhongwei City,3,640000
650100,Urumqi,3,650000
650200,Karamay City,3,650000
650400,Turpan City,3,650000
650500,Hami City,3,650000
652300,Changji Hui Autonomous Prefecture,3,650000
652700,Bortala Mongol Autonomous Prefecture,3,650000
652800,Bayinguoleng Mongolian Autonomous Prefecture,3,650000
652900,Aksu Region,3,650000
653000,Kizilsu Kirgiz Autonomous Prefecture,3,650000
653100,Kashgar region,3,650000
653200,Hotan Region,3,650000
654000,Yili Kazakh Autonomous Prefecture,3,650000
654200,Tacheng area,3,650000
654300,Altai region,3,650000
659000,Administrative divisions of counties directly under the autonomous region,3,650000
110101,Dongcheng District,4,110100
110102,Xicheng District,4,110100
110105,Chaoyang District,4,110100
110106,Fengtai District,4,110100
110107,Shijingshan District,4,110100
110108,Haidian District,4,110100
110109,Mentougou District,4,110100
110111,Fangshan District,4,110100
110112,Tongzhou District,4,110100
110113,Shunyi District,4,110100
110114,Changping District,4,110100
110115,Daxing District,4,110100
110116,Huairou District,4,110100
110117,Pinggu District,4,110100
110118,Miyun District,4,110100
110119,Yanqing District,4,110100
120101,Heping District,4,120100
120102,Hedong District,4,120100
120103,Hexi District,4,120100
120104,Nankai District,4,120100
120105,Hebei District,4,120100
120106,Hongqiao District,4,120100
120110,Dongli District,4,120100
120111,Xiqing District,4,120100
120112,Jinnan District,4,120100
120113,Beichen District,4,120100
120114,Wuqing District,4,120100
120115,Baodi District,4,120100
120116,Binhai New Area,4,120100
120117,Ninghe District,4,120100
120118,Jinghai District,4,120100
120119,Jizhou District,4,120100
130102,Chang'an District,4,130100
130104,Qiaoxi District,4,130100
130105,Xinhua District,4,130100
130107,Jingxing Mining Area,4,130100
130108,Yuhua District,4,130100
130109,Gaocheng District,4,130100
130110,Luquan District,4,130100
130111,Luancheng District,4,130100
130121,Jingxing County,4,130100
130123,Zhengding County,4,130100
130125,Xingtang County,4,130100
130126,Lingshou County,4,130100
130127,Gaoyi County,4,130100
130128,Shenze County,4,130100
130129,Zanhuang County,4,130100
130130,Wuji County,4,130100
130131,Pingshan County,4,130100
130132,Yuanshi County,4,130100
130133,Zhao County,4,130100
130171,Shijiazhuang High-tech Industrial Development Zone,4,130100
130172,Shijiazhuang Circular Chemical Industry Park,4,130100
130181,Xinji City,4,130100
130183,Jinzhou City,4,130100
130184,Xinle City,4,130100
130202,Lunan District,4,130200
130203,Lubei District,4,130200
130204,Guye District,4,130200
130205,Kaiping District,4,130200
130207,Fengnan District,4,130200
130208,Fengrun District,4,130200
130209,Caofeidian District,4,130200
130224,Luannan County,4,130200
130225,Leting County,4,130200
130227,Qianxi County,4,130200
130229,Yutian County,4,130200
130271,Hebei Tangshan Lutai Economic Development Zone,4,130200
130272,Tangshan Hangu Administrative District,4,130200
130273,Tangshan High-tech Industrial Development Zone,4,130200
130274,Hebei Tangshan Seaport Economic Development Zone,4,130200
130281,Zunhua City,4,130200
130283,Qian'an City,4,130200
130284,Luanzhou City,4,130200
130302,Harbor District,4,130300
130303,Shanhaiguan District,4,130300
130304,Beidaihe District,4,130300
130306,Funing District,4,130300
130321,Qinglong Manchu Autonomous County,4,130300
130322,Changli County,4,130300
130324,Lulong County,4,130300
130371,Qinhuangdao Economic and Technological Development Zone,4,130300
130372,Beidaihe New District,4,130300
130402,Handan District,4,130400
130403,Congtai District,4,130400
130404,Fuxing District,4,130400
130406,Fengfeng Mining Area,4,130400
130407,Feixiang District,4,130400
130408,Yongnian District,4,130400
130423,Linzhang County,4,130400
130424,Cheng'an County,4,130400
130425,Daming County,4,130400
130426,Shexian County,4,130400
130427,Ci County,4,130400
130430,Qiu County,4,130400
130431,Jize County,4,130400
130432,Guangping County,4,130400
130433,Guantao County,4,130400
130434,Wei County,4,130400
130435,Quzhou County,4,130400
130471,Handan Economic and Technological Development Zone,4,130400
130473,Handan Ji'nan New District,4,130400
130481,Wu'an City,4,130400
130502,Xiangdu District,4,130500
130503,Xindu District,4,130500
130505,Ren Ze District,4,130500
130506,Nanhe District,4,130500
130522,Lincheng County,4,130500
130523,Neiqiu County,4,130500
130524,Baixiang County,4,130500
130525,Longyao County,4,130500
130528,Ningjin County,4,130500
130529,Julu County,4,130500
130530,Xinhe County,4,130500
130531,Guangzong County,4,130500
130532,Pingxiang County,4,130500
130533,Weixian,4,130500
130534,Qinghe County,4,130500
130535,Linxi County,4,130500
130571,Hebei Xingtai Economic Development Zone,4,130500
130581,Nangong City,4,130500
130582,Shahe City,4,130500
130602,Jingxiu District,4,130600
130606,Lianchi District,4,130600
130607,Mancheng District,4,130600
130608,Qingyuan District,4,130600
130609,Xushui District,4,130600
130623,Laishui County,4,130600
130624,Fuping County,4,130600
130626,Dingxing County,4,130600
130627,Tang County,4,130600
130628,Gaoyang County,4,130600
130629,Rongcheng County,4,130600
130630,Laiyuan County,4,130600
130631,Wangdu County,4,130600
130632,Anxin County,4,130600
130633,Yi County,4,130600
130634,Quyang County,4,130600
130635,Li County,4,130600
130636,Shunping County,4,130600
130637,Boye County,4,130600
130638,Xiong County,4,130600
130671,Baoding High-tech Industrial Development Zone,4,130600
130672,Baoding Baigou New Town,4,130600
130681,Zhuozhou City,4,130600
130682,Dingzhou City,4,130600
130683,Anguo City,4,130600
130684,Gaobeidian City,4,130600
130702,Qiaodong District,4,130700
130703,Qiaoxi District,4,130700
130705,Xuanhua District,4,130700
130706,Xiahuayuan District,4,130700
130708,Wanquan District,4,130700
130709,Chongli District,4,130700
130722,Zhangbei County,4,130700
130723,Kangbao County,4,130700
130724,Guyuan County,4,130700
130725,Shangyi County,4,130700
130726,Weixian,4,130700
130727,Yangyuan County,4,130700
130728,Huaian County,4,130700
130730,Huailai County,4,130700
130731,Zhuolu County,4,130700
130732,Chicheng County,4,130700
130771,Zhangjiakou Economic Development Zone,4,130700
130772,Zhangjiakou Chabei Management District,4,130700
130773,Zhangjiakou Saibei Management District,4,130700
130802,Shuangqiao District,4,130800
130803,Shuangluan District,4,130800
130804,Yingshouyingzi Mining Area,4,130800
130821,Chengde County,4,130800
130822,Xinglong County,4,130800
130824,Luanping County,4,130800
130825,Longhua County,4,130800
130826,Fengning Manchu Autonomous County,4,130800
130827,Kuancheng Manchu Autonomous County,4,130800
130828,Weichang Manchu and Mongolian Autonomous County,4,130800
130871,Chengde High-tech Industrial Development Zone,4,130800
130881,Pingquan City,4,130800
130902,Xinhua District,4,130900
130903,Canal District,4,130900
130921,Cang County,4,130900
130922,Qing County,4,130900
130923,Dongguang County,4,130900
130924,Haixing County,4,130900
130925,Yanshan County,4,130900
130926,Suning County,4,130900
130927,Nanpi County,4,130900
130928,Wuqiao County,4,130900
130929,Xian County,4,130900
130930,Mengcun Hui Autonomous County,4,130900
130971,Hebei Cangzhou Economic Development Zone,4,130900
130972,Cangzhou High-tech Industrial Development Zone,4,130900
130973,Cangzhou Bohai New Area,4,130900
130981,Botou City,4,130900
130982,Renqiu City,4,130900
130983,Huanghua City,4,130900
130984,Hejian City,4,130900
131002,Anci District,4,131000
131003,Guangyang District,4,131000
131022,Gu'an County,4,131000
131023,Yongqing County,4,131000
131024,Xianghe County,4,131000
131025,Dacheng County,4,131000
131026,Wenan County,4,131000
131028,Dachang Hui Autonomous County,4,131000
131071,Langfang Economic and Technological Development Zone,4,131000
131081,Bazhou City,4,131000
131082,Sanhe City,4,131000
131102,Taocheng District,4,131100
131103,Jizhou District,4,131100
131121,Zaoqiang County,4,131100
131122,Wuyi County,4,131100
131123,Wuqiang County,4,131100
131124,Raoyang County,4,131100
131125,Anping County,4,131100
131126,Gucheng County,4,131100
131127,Jing County,4,131100
131128,Fucheng County,4,131100
131171,Hebei Hengshui High-tech Industrial Development Zone,4,131100
131172,Hengshui Binhu New District,4,131100
131182,Shenzhou City,4,131100
140105,Small shop area,4,140100
140106,Yingze District,4,140100
140107,Xinghualing District,4,140100
140108,Jiancaoping District,4,140100
140109,Wanbailin District,4,140100
140110,Jinyuan District,4,140100
140121,Qingxu County,4,140100
140122,Yangqu County,4,140100
140123,Loufan County,4,140100
140171,Shanxi Transformation and Comprehensive Reform Demonstration Zone,4,140100
140181,Gujiao City,4,140100
140212,Xinrong District,4,140200
140213,Pingcheng District,4,140200
140214,Yungang District,4,140200
140215,Yunzhou District,4,140200
140221,Yanggao County,4,140200
140222,Tianzhen County,4,140200
140223,Guangling County,4,140200
140224,Lingqiu County,4,140200
140225,Hunyuan County,4,140200
140226,Zuoyun County,4,140200
140271,Shanxi Datong Economic Development Zone,4,140200
140302,Urban area,4,140300
140303,Mining Area,4,140300
140311,Suburbs,4,140300
140321,Pingding County,4,140300
140322,Yu County,4,140300
140403,Luzhou District,4,140400
140404,Shangdang District,4,140400
140405,Tunliu District,4,140400
140406,Lucheng District,4,140400
140423,Xiangyuan County,4,140400
140425,Pingshun County,4,140400
140426,Licheng County,4,140400
140427,Huguan County,4,140400
140428,Zhangzi County,4,140400
140429,Wuxiang County,4,140400
140430,Qin County,4,140400
140431,Qinyuan County,4,140400
140471,Shanxi Changzhi High-tech Industrial Park,4,140400
140502,Urban area,4,140500
140521,Qinshui County,4,140500
140522,Yangcheng County,4,140500
140524,Lingchuan County,4,140500
140525,Zezhou County,4,140500
140581,Gaoping City,4,140500
140602,Shuocheng District,4,140600
140603,Pinglu District,4,140600
140621,Shanyin County,4,140600
140622,Ying County,4,140600
140623,Youyu County,4,140600
140671,Shanxi Shuozhou Economic Development Zone,4,140600
140681,Huairen City,4,140600
140702,Yuci District,4,140700
140703,Taigu District,4,140700
140721,Yushe County,4,140700
140722,Zuoquan County,4,140700
140723,Heshun County,4,140700
140724,Xiyang County,4,140700
140725,Shouyang County,4,140700
140727,Qi County,4,140700
140728,Pingyao County,4,140700
140729,Lingshi County,4,140700
140781,Jiexiu City,4,140700
140802,Salt Lake District,4,140800
140821,Linyi County,4,140800
140822,Wanrong County,4,140800
140823,Wenxi County,4,140800
140824,Jishan County,4,140800
140825,Xinjiang County,4,140800
140826,Jiang County,4,140800
140827,Yuanqu County,4,140800
140828,Xia County,4,140800
140829,Pinglu County,4,140800
140830,Ruicheng County,4,140800
140881,Yongji City,4,140800
140882,Hejin City,4,140800
140902,Xinfu District,4,140900
140921,Dingxiang County,4,140900
140922,Wutai County,4,140900
140923,Dai County,4,140900
140924,Fanshi County,4,140900
